phrase,n,freq_books,rank,mi,lemma_key,spoken_words,auto_keep,auto_reason,keep,notes
le voir,2,1099703,1813,1.33,le voir,yes,no,article + word; loose,,
le contrôle,2,1099269,1814,3.77,le contrôler,yes,no,article + word,,
ce sera,2,1099021,1815,4.27,ce être,yes,no,article + word,,
groupe de,2,1098795,1816,1.88,groupe de,yes,no,fragment; loose,,
le désir,2,1098730,1817,3.87,le désir,yes,no,article + word,,
par cette,2,1097922,1818,1.41,par ce,yes,no,fragment; loose,,
d' entre eux,3,1097921,1819,12.32,de entrer lui,yes,yes,,,
et quand,2,1097471,1820,0.76,et quand,yes,no,fragment; loose,,
combien de,2,1097468,1821,2.97,combien de,yes,no,fragment; loose,,
avant le,2,1097114,1822,1.04,avant le,yes,no,fragment; loose,,
toute façon,2,1096818,1823,7.25,toute façon,yes,yes,,,
pour toi,2,1096410,1824,3.64,pour toi,yes,yes,,,
le terme,2,1095982,1825,3.42,le terme,yes,no,article + word,,
pas au,2,1095696,1826,-0.16,pas au,yes,no,fragment; loose,,
travail de,2,1094838,1827,0.73,travail de,yes,no,fragment; loose,,
aussi des,2,1094314,1828,0.94,aussi un,yes,no,fragment; loose,,
de toute façon,3,1094238,1829,11.61,de toute façon,yes,no,fragment,,
du premier,2,1093993,1830,3.21,du premier,yes,no,article + word,,
en Europe,2,1093969,1831,4.34,en Europe,no,no,rare word,,
les résultats,2,1093567,1832,4.52,le résultat,yes,no,article + word,,
sur place,2,1092515,1833,3.89,sur place,yes,yes,,,
sortir de,2,1091836,1834,2.55,sortir de,yes,no,fragment; loose,,
cour de,2,1091789,1835,2.17,cour de,yes,no,fragment; loose,,
les premières,2,1091375,1836,4.54,le premier,yes,no,article + word,,
politique de,2,1091229,1837,1.08,politique de,yes,no,fragment; loose,,
grand nombre,2,1090525,1838,7.73,grand nombre,yes,yes,,,
de donner,2,1090374,1839,1.7,de donner,yes,no,fragment; loose,,
deux fois,2,1089837,1840,4.73,deux fois,yes,yes,,,
la cause,2,1089754,1841,2.45,le cause,yes,no,article + word; loose,,
une belle,2,1088822,1842,4.18,un beau,yes,no,article + word,,
la vue,2,1086604,1843,2.16,le vue,yes,no,article + word; loose,,
de grands,2,1086030,1844,1.88,de grand,yes,no,fragment; loose,,
de ceux qui,3,1085986,1845,7.74,de celui qui,yes,no,fragment,,
dans la vie,3,1085029,1846,7.34,dans le vie,yes,yes,,,
à la suite,3,1084691,1847,7.96,à le suite,yes,yes,,,
la campagne,2,1084466,1848,4.15,le campagne,yes,no,article + word,,
air de,2,1083940,1849,1.12,air de,yes,no,fragment; loose,,
de fait,2,1083800,1850,-1.22,de faire,yes,no,fragment; loose,,
met en,2,1082380,1851,4.56,mettre en,yes,no,fragment,,
façon de,2,1082364,1852,1.26,façon de,yes,no,fragment; loose,,
sont à,2,1081687,1853,-0.36,être à,yes,no,fragment; loose,,
une situation,2,1079281,1854,3.79,un situation,yes,no,article + word,,
en bas,2,1078759,1855,3.58,en bas,yes,yes,,,
de l' enfant,3,1078384,1856,6.92,de le enfant,yes,no,fragment,,
cinq ans,2,1078274,1857,8.26,cinq an,yes,yes,,,
encore un,2,1077734,1858,1.39,encore un,yes,no,fragment; loose,,
qualité de,2,1077705,1859,2.41,qualité de,yes,no,fragment; loose,,
le bon,2,1077353,1860,1.96,le bon,yes,no,article + word; loose,,
tout à coup,3,1076218,1861,11.03,tout à coup,yes,yes,,,
que tous,2,1076150,1862,1.6,que tout,yes,no,loose,,
à propos de,3,1076043,1863,8,à propos de,yes,no,fragment,,
cette époque,2,1075215,1864,6.16,ce époque,yes,no,article + word,,
même à,2,1074525,1865,-0.35,même à,yes,no,fragment; loose,,
ce qui concerne,3,1074061,1866,13.29,ce qui concerner,yes,yes,,,
manque de,2,1073804,1867,2.9,manque de,yes,no,fragment; loose,,
à ce moment,3,1073682,1868,9.28,à ce moment,yes,yes,,,
pas avoir,2,1073314,1869,2.54,pas avoir,yes,no,loose,,
de certains,2,1073243,1870,1.31,de certain,yes,no,fragment; loose,,
d ' être,3,1072385,1871,,d ' être,no,no,rare word,,
de l' ordre,3,1072209,1872,7.39,de le ordre,yes,no,fragment,,
finit par,2,1072019,1873,6.91,finir par,yes,no,fragment,,
corps de,2,1071111,1874,0.78,corps de,yes,no,fragment; loose,,
le passage,2,1070948,1875,3.69,le passage,yes,no,article + word,,
les grandes,2,1070848,1876,3.85,le grand,yes,no,article + word,,
avait déjà,2,1069736,1877,4.58,avoir déjà,yes,yes,,,
ses propres,2,1069680,1878,6.89,son propre,yes,no,article + word,,
il serait,2,1069497,1879,2.93,il être,yes,no,loose,,
son esprit,2,1068296,1880,4.61,son esprit,yes,no,article + word,,
tous ses,2,1068104,1881,3.54,tout son,yes,no,fragment,,
ne peut être,3,1067869,1882,10.73,ne pouvoir être,yes,yes,,,
ne voulait,2,1067618,1883,5.2,ne vouloir,yes,yes,,,
le mur,2,1066667,1884,4.29,le mur,yes,no,article + word,,
la tradition,2,1066375,1885,4.26,le tradition,yes,no,article + word,,
sujet de,2,1066355,1886,1.7,sujet de,yes,no,fragment; loose,,
une partie de,3,1065197,1887,7.31,un partie de,yes,no,fragment,,
des conditions,2,1064520,1888,4.04,un condition,yes,no,article + word,,
le processus,2,1063155,1889,3.57,le processus,yes,no,article + word,,
le centre,2,1062569,1890,3.17,le centre,yes,no,article + word,,
nous le,2,1061940,1891,-0.94,nous le,yes,no,fragment; loose,,
avec de,2,1060906,1892,-2.28,avec de,yes,no,fragment; loose,,
à toutes,2,1060859,1893,1.58,à tout,yes,no,loose,,
que soit,2,1060857,1894,2.4,que être,yes,no,loose,,
de son père,3,1060317,1895,8.32,de son père,yes,no,fragment,,
être à,2,1060109,1896,-0.35,être à,yes,no,fragment; loose,,
en scène,2,1059788,1897,4.24,en scène,yes,yes,,,
a pris,2,1059614,1898,4.68,avoir pris,yes,yes,,,
devant les,2,1058363,1899,2.08,devant le,yes,no,fragment; loose,,
entre ses,2,1057784,1900,3.38,entrer son,yes,no,fragment,,
l' énergie,2,1057576,1901,4.18,le énergie,yes,no,article + word,,
en passant,2,1057406,1902,5.48,en passant,yes,yes,,,
esprit de,2,1057292,1903,1.24,esprit de,yes,no,fragment; loose,,
à droite,2,1057100,1904,3.73,à droite,yes,yes,,,
fait la,2,1056337,1905,-0.51,faire le,yes,no,fragment; loose,,
a pas de,3,1056164,1906,4.29,avoir pas de,yes,no,fragment,,
dix ans,2,1056005,1907,8.33,dix an,yes,yes,,,
mieux que,2,1055889,1908,3.24,mieux que,yes,no,fragment,,
bien de,2,1055834,1909,-1.52,bien de,yes,no,fragment; loose,,
millions de,2,1055772,1910,3.19,million de,yes,no,fragment,,
tous ceux,2,1055406,1911,6.12,tout celui,yes,yes,,,
autour du,2,1053898,1912,3.83,autour du,yes,no,fragment,,
la jeune fille,3,1053338,1913,13.34,le jeune fille,yes,yes,,,
à mesure,2,1053196,1914,3.11,à mesure,yes,yes,,,
ni de,2,1053103,1915,0.56,ni de,yes,no,fragment; loose,,
au service,2,1052761,1916,4.82,au service,yes,no,article + word,,
intention de,2,1052746,1917,3.3,intention de,yes,no,fragment,,
de la main,3,1052340,1918,5.71,de le main,yes,no,fragment,,
on les,2,1052274,1919,-0.75,on le,yes,no,fragment; loose,,
bien entendu,2,1051964,1920,6.93,bien entendu,yes,yes,,,
a pu,2,1051790,1921,4.45,avoir pouvoir,yes,yes,,,
moi et,2,1050407,1922,0.39,moi et,yes,no,fragment; loose,,
partie de la,3,1050335,1923,5.86,partie de le,yes,no,fragment,,
la maladie,2,1049970,1924,3.87,le maladie,yes,no,article + word,,
l' absence de,3,1049783,1925,8.54,le absence de,yes,no,fragment,,
être en,2,1048841,1926,0.2,être en,yes,no,fragment; loose,,
un mouvement,2,1048257,1927,3.96,un mouvement,yes,no,article + word,,
on pourrait,2,1047783,1928,5.54,on pouvoir,yes,yes,,,
fait des,2,1047529,1929,0.58,faire un,yes,no,fragment; loose,,
du matin,2,1047389,1930,4.34,du matin,yes,no,article + word,,
à peu près,3,1047381,1931,12.45,à peu près,yes,yes,,,
en faveur,2,1046862,1932,5.41,en faveur,yes,yes,,,
dans le même,3,1046774,1933,6.34,dans le même,yes,yes,,,
œuvre de,2,1046114,1934,1.64,œuvre de,yes,no,fragment; loose,,
et d' un,3,1045972,1935,3.25,et de un,yes,no,fragment,,
sur moi,2,1045531,1936,2.5,sur moi,yes,no,loose,,
DE LA,2,1045357,1937,,DE LA,no,no,rare word,,
dans ses bras,3,1045212,1938,12.23,dans son bras,yes,yes,,,
le cadre de,3,1044911,1939,7.71,le cadre de,yes,no,fragment,,
difficile de,2,1044840,1940,2.43,difficile de,yes,no,fragment; loose,,
à l' aide,3,1044731,1941,9.13,à le aide,yes,yes,,,
la lutte,2,1044483,1942,4.12,le lutte,yes,no,article + word,,
mesure où,2,1044322,1943,6.86,mesure où,yes,yes,,,
plus vite,2,1043976,1944,5.31,plus vite,yes,yes,,,
des services,2,1043141,1945,4.27,un service,yes,no,article + word,,
général de,2,1042382,1946,1.51,général de,yes,no,fragment; loose,,
en question,2,1042036,1947,2.77,en question,yes,no,loose,,
la propriété,2,1041992,1948,4.08,le propriété,yes,no,article + word,,
se sentait,2,1041791,1949,6.43,se sentir,yes,yes,,,
une lettre,2,1041718,1950,4.4,un lettre,yes,no,article + word,,
d' années,2,1041401,1951,2.78,de année,yes,no,loose,,
le point de,3,1040868,1952,6,le point de,yes,no,fragment,,
entre les deux,3,1040557,1953,9.96,entrer le deux,yes,yes,,,
tous deux,2,1040432,1954,4.29,tout deux,yes,yes,,,
la procédure,2,1039854,1955,4.07,le procédure,yes,no,article + word,,
la taille,2,1039795,1956,3.67,le taille,yes,no,article + word,,
en cours,2,1039767,1957,3.12,en cours,yes,yes,,,
mais que,2,1039724,1958,-0.18,mais que,yes,no,fragment; loose,,
à gauche,2,1039145,1959,3.61,à gauche,yes,yes,,,
chaque jour,2,1039070,1960,7.09,chaque jour,yes,yes,,,
des éléments,2,1038970,1961,4.28,un élément,yes,no,article + word,,
en attendant,2,1038935,1962,5.77,en attendre,yes,yes,,,
je sais que,3,1038898,1963,10.43,je savoir que,yes,no,fragment,,
à plusieurs,2,1038458,1964,2.2,à plusieurs,yes,no,loose,,
a pour,2,1038419,1965,-0.13,avoir pour,yes,no,fragment; loose,,
en ligne,2,1038382,1966,4.35,en ligne,yes,yes,,,
tout simplement,2,1038297,1967,6.53,tout simplement,yes,yes,,,
la naissance,2,1037662,1968,3.8,le naissance,yes,no,article + word,,
la majorité,2,1037275,1969,4.29,le majorité,yes,no,article + word,,
de très,2,1036933,1970,-0.53,de très,yes,no,fragment; loose,,
sa sœur,2,1036845,1971,6.56,son sœur,yes,no,article + word,,
est encore,2,1035024,1972,1.65,être encore,yes,no,loose,,
du mal à,3,1034989,1973,8.94,du mal à,yes,no,fragment,,
la mesure où,3,1034474,1974,11.96,le mesure où,yes,yes,,,
vous allez,2,1034202,1975,6.63,vous aller,yes,yes,,,
la capacité,2,1033098,1976,3.95,le capacité,yes,no,article + word,,
que sur,2,1032954,1977,-0.64,que sur,yes,no,fragment; loose,,
côté de la,3,1032588,1978,6.06,côté de le,yes,no,fragment,,
aussi à,2,1032186,1979,0.27,aussi à,yes,no,fragment; loose,,
trop de,2,1031933,1980,0.48,trop de,yes,no,fragment; loose,,
dans la mesure où,4,1031656,1981,18.77,dans le mesure où,yes,yes,,,
à l' origine,3,1031604,1982,9.26,à le origine,yes,yes,,,
en moi,2,1031255,1983,1.1,en moi,yes,no,loose,,
l' univers,2,1030846,1984,4.62,le univers,yes,no,article + word,,
je ne peux pas,4,1030781,1985,19.19,je ne pouvoir pas,yes,yes,,,
dans mes,2,1030673,1986,2.61,dans mon,yes,no,fragment; loose,,
le général,2,1030486,1987,2.66,le général,yes,no,article + word; loose,,
eu le,2,1030329,1988,2.21,avoir le,yes,no,fragment; loose,,
mise en œuvre,3,1029892,1989,15.53,mise en œuvre,yes,yes,,,
plus le,2,1029601,1990,-1.52,plus le,yes,no,fragment; loose,,
de gestion,2,1029293,1991,2.77,de gestion,yes,no,fragment; loose,,
les parents,2,1028701,1992,3.37,le parent,yes,no,article + word,,
le moindre,2,1027295,1993,3.95,le moindre,yes,no,article + word,,
loi du,2,1027225,1994,3.83,loi du,yes,no,fragment,,
aussi le,2,1026792,1995,0.17,aussi le,yes,no,fragment; loose,,
la chose,2,1026472,1996,1.17,le chose,yes,no,article + word; loose,,
faut pas,2,1026281,1997,3.14,falloir pas,yes,yes,,,
le modèle,2,1025749,1998,3.8,le modèle,yes,no,article + word,,
le titre,2,1025722,1999,3.29,le titre,yes,no,article + word,,
l' ancien,2,1025507,2000,3.94,le ancien,yes,no,article + word,,
lui dire,2,1025363,2001,3.75,luire dire,yes,yes,,,
y est,2,1025269,2002,0.62,y être,yes,no,loose,,
le tout,2,1025155,2003,-0.69,le tout,yes,no,article + word; loose,,
ses doigts,2,1024975,2004,6.91,son doigt,yes,no,article + word,,
intérieur de,2,1024628,2005,2.03,intérieur de,yes,no,fragment; loose,,
celles qui,2,1024604,2006,4.62,celui qui,yes,yes,,,
les lieux,2,1024213,2007,4.28,le lieu,yes,no,article + word,,
la notion de,3,1023868,2008,8.3,le notion de,yes,no,fragment,,
de l' année,3,1022925,2009,7.47,de le année,yes,no,fragment,,
la structure,2,1022333,2010,3.96,le structure,yes,no,article + word,,
les éléments,2,1021623,2011,3.87,le élément,yes,no,article + word,,
me semble,2,1021560,2012,6.15,me sembler,yes,yes,,,
de formation,2,1021375,2013,2.45,de formation,yes,no,fragment; loose,,
en Afrique,2,1021114,2014,4.66,en Afrique,no,no,rare word,,
mais il ne,3,1021024,2015,6.89,mais il ne,yes,no,fragment,,
la communication,2,1020974,2016,3.66,le communication,yes,no,article + word,,
au travail,2,1020792,2017,3.66,au travail,yes,no,article + word,,
la classe,2,1020518,2018,3.56,le classe,yes,no,article + word,,
de rester,2,1019895,2019,2.49,de rester,yes,no,fragment; loose,,
une série,2,1019084,2020,5.42,un série,yes,no,article + word,,
de comprendre,2,1018638,2021,1.96,de comprendre,yes,no,fragment; loose,,
le bien,2,1018584,2022,-0.41,le bien,yes,no,article + word; loose,,
le livre,2,1018332,2023,2.94,le livre,yes,no,article + word; loose,,
la position,2,1018281,2024,3.26,le position,yes,no,article + word,,
par la suite,3,1017923,2025,9.75,par le suite,yes,yes,,,
à la porte,3,1017647,2026,7.1,à le porte,yes,yes,,,
objet d',2,1016764,2027,3.71,objet de,yes,no,fragment,,
le lui,2,1016180,2028,-1.02,le luire,yes,no,article + word; loose,,
celle d',2,1016039,2029,2.36,celui de,yes,no,fragment; loose,,
mais nous,2,1015999,2030,1.49,mais nous,yes,no,loose,,
une histoire,2,1015200,2031,2.92,un histoire,yes,no,article + word; loose,,
partie des,2,1015179,2032,2.54,partie un,yes,no,fragment; loose,,
le matin,2,1014932,2033,3.1,le matin,yes,no,article + word,,
les effets,2,1014503,2034,4.4,le effet,yes,no,article + word,,
la date,2,1014436,2035,3.6,le date,yes,no,article + word,,
comme à,2,1014114,2036,-0.79,comme à,yes,no,fragment; loose,,
de l' art,3,1013773,2037,6.98,de le art,yes,no,fragment,,
entrer dans,2,1012887,2038,5.31,entrer dans,yes,no,fragment,,
peine de,2,1012872,2039,1.6,peiner de,yes,no,fragment; loose,,
celui du,2,1012607,2040,2.61,celui du,yes,no,fragment; loose,,
ou dans,2,1012530,2041,0.29,ou dans,yes,no,fragment; loose,,
y a une,3,1012245,2042,8.1,y avoir un,yes,no,fragment,,
celui de la,3,1012220,2043,5.37,celui de le,yes,no,fragment,,
hommes et,2,1011948,2044,1.83,homme et,yes,no,fragment; loose,,
sentiment de,2,1011757,2045,2.65,sentiment de,yes,no,fragment; loose,,
l' emploi,2,1011012,2046,4.26,le emploi,yes,no,article + word,,
de la nuit,3,1010865,2047,6.32,de le nuit,yes,no,fragment,,
incapable de,2,1010403,2048,3.91,incapable de,yes,no,fragment,,
l' utilisation,2,1010122,2049,4.74,le utilisation,yes,no,article + word,,
moi aussi,2,1010007,2050,4.28,moi aussi,yes,yes,,,
en son,2,1009780,2051,-0.86,en son,yes,no,fragment; loose,,
le nombre de,3,1009315,2052,6.91,le nombre de,yes,no,fragment,,
où nous,2,1009206,2053,2.84,où nous,yes,no,loose,,
ce sujet,2,1008984,2054,4.66,ce sujet,yes,no,article + word,,
un de ses,3,1008754,2055,4.33,un de son,yes,no,fragment,,
je viens,2,1008515,2056,5.99,je venir,yes,yes,,,
toutes ses,2,1007973,2057,4.36,tout son,yes,no,fragment,,
puis elle,2,1007926,2058,2.84,pouvoir lui,yes,no,loose,,
le dire,2,1007782,2059,1.04,le dire,yes,no,article + word; loose,,
pour tout,2,1007089,2060,0.83,pour tout,yes,no,loose,,
avec ce,2,1006898,2061,0.68,avec ce,yes,no,fragment; loose,,
il a été,3,1006703,2062,8.59,il avoir être,yes,yes,,,
l ' homme,3,1006425,2063,,l ' homme,no,no,rare word,,
une façon,2,1006192,2064,3.34,un façon,yes,no,article + word,,
quand la,2,1005803,2065,0.29,quand le,yes,no,fragment; loose,,
le bruit,2,1005719,2066,3.98,le bruit,yes,no,article + word,,
croire que,2,1005479,2067,4.63,croire que,yes,no,fragment,,
et de ses,3,1005439,2068,3.51,et de son,yes,no,fragment,,
nous devons,2,1004805,2069,8,nous devoir,yes,yes,,,
il ne faut,3,1004764,2070,9.64,il ne falloir,yes,yes,,,
de police,2,1004646,2071,2.67,de police,yes,no,fragment; loose,,
les droits,2,1004027,2072,3.57,le droit,yes,no,article + word,,
par leur,2,1003871,2073,1.79,par son,yes,no,loose,,
pour éviter,2,1003861,2074,5.5,pour éviter,yes,yes,,,
voix de,2,1003412,2075,0.97,voix de,yes,no,fragment; loose,,
temps et,2,1002941,2076,0.46,temps et,yes,no,fragment; loose,,
je lui ai,3,1002181,2077,9.87,je luire avoir,yes,yes,,,
du gouvernement,2,1000722,2078,4.61,du gouvernement,yes,no,article + word,,
en partie,2,999859,2079,2.49,en partie,yes,no,loose,,
l' individu,2,999499,2080,4.7,le individu,yes,no,article + word,,
vers lui,2,999015,2081,3.65,vers luire,yes,yes,,,
volonté de,2,998867,2082,2.52,volonté de,yes,no,fragment; loose,,
du peuple,2,998437,2083,4.69,du peuple,yes,no,article + word,,
un état,2,998156,2084,2.45,un état,yes,no,article + word; loose,,
on avait,2,998058,2085,1.76,on avoir,yes,no,loose,,
des jeunes,2,997863,2086,3.81,un jeune,yes,no,article + word,,
ne saurait,2,996960,2087,7.1,ne savoir,yes,yes,,,
ou de la,3,996757,2088,2.94,ou de le,yes,no,fragment; loose,,
tu le,2,995429,2089,-0.23,tu le,yes,no,fragment; loose,,
chemin de,2,995224,2090,2.07,chemin de,yes,no,fragment; loose,,
au courant,2,994870,2091,5.76,au courant,yes,no,article + word,,
de retour,2,994591,2092,1.83,de retour,yes,no,fragment; loose,,
les murs,2,993651,2093,4.8,le mur,yes,no,article + word,,
lorsque la,2,993409,2094,1.84,lorsque le,yes,no,fragment; loose,,
mise à,2,993052,2095,2.9,mise à,yes,no,fragment; loose,,
dans votre,2,992732,2096,2.57,dans votre,yes,no,loose,,
le moins,2,992209,2097,1.08,le moins,yes,no,article + word; loose,,
un jeune,2,991728,2098,2.74,un jeune,yes,no,article + word; loose,,
est dans,2,991668,2099,-1.42,être dans,yes,no,fragment; loose,,
d' un coup,3,991398,2100,9.28,de un coup,yes,yes,,,
image de,2,991071,2101,2.05,image de,yes,no,fragment; loose,,
il semble,2,990672,2102,3.6,il sembler,yes,yes,,,
en raison de,3,988851,2103,7.28,en raison de,yes,no,fragment,,
d' un autre,3,988246,2104,7.4,de un autre,yes,yes,,,
ce livre,2,987732,2105,4.76,ce livre,yes,no,article + word,,
des informations,2,987148,2106,4.54,un information,yes,no,article + word,,
pays de,2,986477,2107,0.56,pays de,yes,no,fragment; loose,,
en fonction de,3,986339,2108,8.16,en fonction de,yes,no,fragment,,
qui permet,2,986321,2109,4.35,qui permettre,yes,yes,,,
dans le domaine,3,986252,2110,10.51,dans le domaine,yes,yes,,,
plus fort,2,986221,2111,4.84,plus fort,yes,yes,,,
ce sens,2,983951,2112,3.71,ce sens,yes,no,article + word,,
devant lui,2,983698,2113,4.36,devant luire,yes,yes,,,
la vie de,3,983098,2114,4.75,le vie de,yes,no,fragment,,
demande de,2,983028,2115,1.4,demande de,yes,no,fragment; loose,,
de la porte,3,983013,2116,5.8,de le porte,yes,no,fragment,,
la salle de,3,982972,2117,7.14,le salle de,yes,no,fragment,,
on voit,2,982902,2118,6.17,on voir,yes,yes,,,
il dit,2,982643,2119,1.09,il dire,yes,no,loose,,
la chaleur,2,982281,2120,4.11,le chaleur,yes,no,article + word,,
ne savait,2,981947,2121,5.25,ne savoir,yes,yes,,,
le long de,3,981826,2122,7.05,le long de,yes,no,fragment,,
termes de,2,981749,2123,2.63,terme de,yes,no,fragment; loose,,
une place,2,981462,2124,2.71,un place,yes,no,article + word; loose,,
l' établissement,2,981364,2125,4.58,le établissement,yes,no,article + word,,
dans de,2,981208,2126,-3.64,dans de,yes,no,fragment; loose,,
du regard,2,980644,2127,3.36,du regard,yes,no,article + word,,
l' oreille,2,980236,2128,4.82,le oreille,yes,no,article + word,,
développement de,2,980075,2129,1.79,développement de,yes,no,fragment; loose,,
l' autre côté,3,980034,2130,11.94,le autre côté,yes,yes,,,
était la,2,979965,2131,-1.5,être le,yes,no,fragment; loose,,
la méthode,2,978585,2132,3.93,le méthode,yes,no,article + word,,
sur leur,2,978285,2133,1.82,sur son,yes,no,loose,,
que ceux,2,977984,2134,2.78,que celui,yes,no,loose,,
quelques années,2,977845,2135,6.85,quelque année,yes,yes,,,
cette question,2,977843,2136,5.05,ce question,yes,no,article + word,,
